text,category
mcdonalds purchase for office,food
reliance smart delivery while travelling,food
mcdonalds monthly charge for office,food
chai point monthly charge routine,food
kfc subscription for office,food
haldirams paymnt for office,food
zepto txn monthly,food
bigbasket recharge routine,food
chai point txn monthly,food
kfc expense one time,food
swiggy monthly charge during trip,food
irctc pantry purchase for home,food
local dhaba subscription late night,food
reliance smart txn one time,food
dominos bill for office,food
kirana store order personal,food
chai point order late night,food
haldirams expense for office,food
chaayos delivery while travelling,food
reliance smart order urgent,food
chai point delivery while travelling,food
reliance smart recharge urgent,food
udupi hotel subscription for home,food
local dhaba bill routine,food
local dhaba order for home,food
irctc pantry txn during trip,food
chaayos delivery while travelling,food
zepto purchase late night,food
reliance smart subscription urgent,food
local dhaba purchase during trip,food
mcdonalds delivery while travelling,food
kfc purchase one time,food
chaayos recharge during trip,food
blinkit delivery while travelling,food
udupi hotel delivery while travelling,food
haldirams expense routine,food
chai point bill family use,food
zepto txn family use,food
haldirams txn during trip,food
kirana store bill personal,food
chai point bill personal,food
local dhaba order one time,food
mcdonalds purchase late night,food
swiggy bill one time,food
haldirams purchase routine,food
reliance smart payment late night,food
kirana store delivery while travelling,food
dominos txn late night,food
dmart monthly charge monthly,food
blinkit txn routine,food
swiggy txn during trip,food
zomato purchase one time,food
haldirams subscription routine,food
local dhaba recharge one time,food
udupi hotel recharge urgent,food
swiggy subscrption personal,food
kfc recharge during trip,food
bikanervala txn family use,food
mcdonalds rechrge one time,food
haldirams bill family use,food
dominos purchase urgent,food
bikanervala delivery while travelling,food
blinkit recharge personal,food
udupi hotel delivery while travelling,food
local dhaba monthly charge for office,food
bigbasket recharge late night,food
chai point txn during trip,food
zepto monthly charge for home,food
swiggy bill during trip,food
chaayos expense urgent,food
chai point delivery while travelling,food
chai point delivery while travelling,food
mcdonalds subscription urgent,food
kirana store subscription for office,food
kfc order late night,food
irctc pantry txn routine,food
zomato expense personal,food
haldirams expense one time,food
blinkit expense family use,food
reliance smart monthy charge for office,food
chaayos txn monthly,food
dominos recharge personal,food
mcdonalds subscription family use,food
local dhaba booking family use,food
bikanervala monthy charge urgent,food
bigbasket booking routine,food
kirana store purchase routine,food
kfc expense family use,food
haldirams bill one time,food
irctc pantry subscription monthly,food
kfc delivery while travelling,food
mcdonalds expense monthly,food
bigbasket order monthly,food
kirana store delivery while travelling,food
kirana store delivery while travelling,food
swiggy recharge routine,food
irctc pantry bill monthly,food
zepto expense urgent,food
chai point order monthy,food
dmart delivery while travelling,food
mcdonalds purchase monthly,food
swiggy delivery while travelling,food
irctc pantry bill personal,food
swiggy expence family use,food
zepto booking monthly,food
kirana store txn personal,food
chaayos monthly charge during trip,food
swiggy order for home,food
blinkit expense urgent,food
dmart purchase urgent,food
zepto delivery while travelling,food
zepto expence routine,food
bigbasket payment late night,food
swiggy delivery while travelling,food
bikanervala expense for home,food
zomato subscription monthly,food
udupi hotel order routine,food
bigbasket txn family use,food
dmart delivery while travelling,food
chai point expense routine,food
irctc pantry booking for office,food
blinkit monthly charge monthly,food
chaayos order one time,food
dmart recharge for office,food
kfc purchase late night,food
dmart booking urgent,food
bigbasket bill monthly,food
kfc order family use,food
haldirams bill urgent,food
haldirams subscription monthly,food
chai point delivery while travelling,food
udupi hotel order one time,food
bikanervala bill family use,food
haldirams expense late night,food
mcdonalds txn routine,food
haldirams order for office,food
swiggy purchase urgent,food
local dhaba purchase personal,food
chaayos monthly charge for home,food
mcdonalds subscription urgent,food
blinkit delivery while travelling,food
local dhaba bill during trip,food
bigbasket recharge personal,food
chaayos txn one time,food
swiggy order late night,food
zomato txn routine,food
chaayos subscrption during trip,food
zomato delivery while travelling,food
haldirams monthly charge during trip,food
zomato delivery while travelling,food
chai point order late night,food
irctc pantry subscription urgent,food
kirana store bill for home,food
bigbasket monthly charge monthly,food
reliance smart order urgent,food
udupi hotel expense for office,food
zepto expense urgent,food
dmart subscription personal,food
zomato payment during trip,food
local dhaba purchase during trip,food
chai point payment during trip,food
kirana store delivery while travelling,food
bikanervala payment monthly,food
zomato recharge personal,food
dominos payment for office,food
mcdonalds purchase late night,food
chai point txn family use,food
local dhaba subscription urgent,food
chai point booking for home,food
irctc pantry paymnt monthly,food
zepto purchase urgent,food
zepto booking for office,food
bigbasket expence for office,food
dominos booking personal,food
kfc delivery while travelling,food
mcdonalds booking family use,food
reliance smart payment one time,food
haldirams bill routine,food
zomato recharge personal,food
reliance smart expense one time,food
kfc booking for home,food
kfc delivery while travelling,food
local dhaba subscription family use,food
mcdonalds bill late night,food
mcdonalds expense urgent,food
local dhaba recharge urgent,food
local dhaba order late night,food
dmart payment family use,food
mcdonalds monthly charge personal,food
local dhaba bokking one time,food
dmart monthly charge monthly,food
kfc payment urgent,food
udupi hotel bill monthy,food
haldirams subscription urgent,food
chaayos order for home,food
kirana store txn during trip,food
reliance smart subscrption family use,food
zepto purchse for office,food
kirana store monthly charge during trip,food
bikanervala bill late night,food
reliance smart monthly charge for office,food
zomato recharge routine,food
mcdonalds payment monthly,food
dmart monthly charge during trip,food
bigbasket monthly charge one time,food
bikanervala txn during trip,food
reliance smart order for home,food
udupi hotel monthly charge family use,food
swiggy order for home,food
dominos subscription during trip,food
haldirams txn personal,food
kfc expense for office,food
bigbasket expense one time,food
dominos purchase urgent,food
blinkit purchase family use,food
irctc pantry delivery while travelling,food
haldirams booking routine,food
haldirams delivery while travelling,food
dominos order during trip,food
swiggy delivery while travelling,food
zomato recharge for office,food
kfc delivery while travelling,food
mcdonalds purchase urgent,food
swiggy expense for home,food
zepto txn family use,food
udupi hotel expense urgent,food
haldirams payment family use,food
chai point order personal,food
mcdonalds delivery while travelling,food
udupi hotel delivery while travelling,food
chaayos expense late night,food
chaayos txn routine,food
haldirams delivery while travelling,food
blinkit txn personal,food
chaayos payment routine,food
dmart bill one time,food
reliance smart payment late night,food
blinkit bill during trip,food
udupi hotel order one time,food
kfc bill routine,food
zomato bill during trip,food
zomato monthly charge during trip,food
bigbasket delivery while travelling,food
zepto subscription family use,food
haldirams bill personal,food
chai point purchase during trip,food
irctc pantry expense family use,food
mcdonalds booking family use,food
bigbasket bill monthly,food
blinkit delivery while travelling,food
zepto expense one time,food
kfc recharge for office,food
kirana store purchase routine,food
zepto order late night,food
chai point bill monthly,food
chaayos subscription monthly,food
bikanervala bill late night,food
kirana store booking routine,food
zomato txn monthly,food
swiggy txn urgent,food
blinkit payment monthly,food
swiggy bill one time,food
blinkit purchase routine,food
mcdonalds delivery while travelling,food
dmart booking late night,food
bigbasket delivery while travelling,food
zomato expense for office,food
kfc bill urgent,food
chaayos order for home,food
haldirams monthly charge during trip,food
chaayos delivery while travelling,food
chai point subscription family use,food
zomato monthy charge late night,food
zepto delivery while travelling,food
bigbasket txn personal,food
swiggy purchase monthly,food
zomato booking for office,food
kirana store recharge monthly,food
local dhaba booking family use,food
kfc purchase for office,food
chai point delivery while travelling,food
blinkit recharge routine,food
reliance smart subscription late night,food
bigbasket payment routine,food
dominos expence family use,food
kirana store order routine,food
chai point purchase late night,food
haldirams booking family use,food
blinkit payment one time,food
bikanervala payment during trip,food
irctc pantry purchase family use,food
reliance smart payment family use,food
kfc bill during trip,food
udupi hotel rechrge late night,food
swiggy txn urgent,food
mcdonalds order for home,food
bigbasket delivery while travelling,food
chai point payment personal,food
irctc pantry purchase family use,food
kirana store txn for home,food
chai point payment one time,food
zepto delivery while travelling,food
zomato recharge monthy,food
zepto subscription urgent,food
chai point delivery while travelling,food
kirana store delivery while travelling,food
reliance smart bill during trip,food
irctc pantry order routine,food
dmart txn routine,food
reliance smart txn family use,food
irctc pantry recharge urgent,food
chaayos bill for office,food
bigbasket txn urgent,food
dmart order family use,food
bigbasket purchase during trip,food
udupi hotel expense personal,food
udupi hotel delivery while travelling,food
blinkit monthly charge monthly,food
mcdonalds monthly charge one time,food
dmart delivery while travelling,food
zomato purchase family use,food
udupi hotel bill personal,food
blinkit subscription for office,food
chaayos subscription routine,food
irctc pantry txn personal,food
kirana store purchase late night,food
local dhaba order monthly,food
bigbasket expense monthly,food
dmart bill personal,food
mcdonalds txn monthly,food
haldirams booking routine,food
dominos txn urgent,food
zepto order during trip,food
irctc pantry recharge during trip,food
bikanervala purchase one time,food
local dhaba txn family use,food
mcdonalds bill during trip,food
zomato subscription for home,food
kirana store order late night,food
chai point txn routine,food
mcdonalds subscription one time,food
swiggy monthly charge during trip,food
chaayos expense family use,food
mcdonalds payment monthly,food
zomato subscription monthy,food
mcdonalds bill for home,food
zepto txn monthy,food
bikanervala purchase routine,food
zepto payment personal,food
udupi hotel subscription routine,food
kirana store purchase for office,food
haldirams booking one time,food
chaayos purchase monthly,food
zomato delivery while travelling,food
dmart subscription during trip,food
mcdonalds purchase family use,food
mcdonalds expense late night,food
swiggy order for home,food
swiggy monthy charge during trip,food
bigbasket monthly charge monthly,food
mcdonalds txn during trip,food
local dhaba booking routine,food
zomato booking one time,food
kfc payment routine,food
irctc pantry expense one time,food
zomato delivery while travelling,food
haldirams booking for home,food
local dhaba bill for office,food
chaayos subscription one time,food
bigbasket delivery while travelling,food
zepto recharge late night,food
reliance smart expense personal,food
kirana store subscription monthly,food
udupi hotel txn during trip,food
local dhaba order for office,food
irctc pantry delivery while travelling,food
irctc pantry monthly charge during trip,food
udupi hotel purchase late night,food
dominos expense family use,food
bigbasket recharge for home,food
irctc pantry payment for office,food
blinkit expense routine,food
swiggy recharge personal,food
blinkit expense for home,food
haldirams payment for office,food
irctc pantry purchase for home,food
blinkit expence routine,food
chai point recharge urgent,food
bikanervala order for home,food
udupi hotel purchase family use,food
local dhaba delivery while travelling,food
kirana store delivery while travelling,food
bikanervala recharge for office,food
zepto subscription urgent,food
udupi hotel order for office,food
zomato txn late night,food
zepto subscription for office,food
bigbasket payment routine,food
reliance smart purchase late night,food
zepto txn routine,food
dominos purchase monthly,food
dominos monthly charge one time,food
bikanervala delivery while travelling,food
reliance smart bill family use,food
mcdonalds bill routine,food
haldirams txn urgent,food
zomato delivery while travelling,food
irctc pantry recharge urgent,food
blinkit delivery while travelling,food
local dhaba payment one time,food
chai point delivery while travelling,food
kfc booking monthly,food
blinkit expense monthly,food
irctc pantry subscription one time,food
dmart purchase for office,food
mcdonalds expense monthly,food
local dhaba purchase urgent,food
swiggy monthly charge routine,food
irctc pantry payment one time,food
dominos booking during trip,food
chaayos order during trip,food
reliance smart recharge during trip,food
chai point booking one time,food
mcdonalds rechrge personal,food
zomato purchase urgent,food
kfc delivery while travelling,food
mcdonalds txn urgent,food
mcdonalds bill urgent,food
reliance smart recharge urgent,food
zepto expense during trip,food
bigbasket purchase family use,food
reliance smart order urgent,food
irctc pantry order during trip,food
blinkit txn for home,food
dmart txn for home,food
kfc delivery while travelling,food
zepto payment monthly,food
bikanervala monthly charge for home,food
kirana store delivery while travelling,food
dmart bill family use,food
swiggy delivery while travelling,food
local dhaba booking for home,food
kirana store recharge late night,food
reliance smart bill late night,food
blinkit monthly charge routine,food
blinkit order for home,food
dominos subscription late night,food
chaayos bill family use,food
bigbasket delivery while travelling,food
bikanervala booking personal,food
zomato txn one time,food
bikanervala delivery while travelling,food
bigbasket order one time,food
dmart subscription late night,food
blinkit order monthly,food
chaayos monthly charge monthly,food
haldirams order family use,food
haldirams delivery while travelling,food
local dhaba delivery while travelling,food
dmart txn family use,food
kirana store purchase late night,food
udupi hotel recharge late night,food
chai point subscrption family use,food
haldirams payment for office,food
swiggy delivery while travelling,food
kirana store txn for home,food
swiggy purchase routine,food
blinkit expence one time,food
irctc pantry delivery while travelling,food
kfc subscrption family use,food
udupi hotel bill one time,food
haldirams subscription late night,food
dominos recharge routine,food
dominos rechrge late night,food
bigbasket subscription for home,food
kirana store booking one time,food
chaayos subscrption for office,food
swiggy expense one time,food
reliance smart payment for home,food
udupi hotel txn late night,food
zepto subscription monthly,food
zepto delivery while travelling,food
kirana store delivery while travelling,food
dmart booking late night,food
chaayos order personal,food
udupi hotel booking during trip,food
bigbasket expense late night,food
bikanervala bill during trip,food
haldirams expense for home,food
kfc monthly charge family use,food
local dhaba delivery while travelling,food
bikanervala payment personal,food
bikanervala order late night,food
udupi hotel delivery while travelling,food
swiggy order family use,food
bikanervala delivery while travelling,food
dmart expense late night,food
blinkit paymnt one time,food
irctc pantry monthly charge personal,food
udupi hotel delivery while travelling,food
zomato bill for office,food
irctc pantry payment personal,food
dmart txn monthly,food
dmart delivery while travelling,food
dmart bill family use,food
chaayos order routine,food
swiggy bill late night,food
kfc delivery while travelling,food
kfc delivery while travelling,food
udupi hotel purchase one time,food
local dhaba purchase monthly,food
dmart purchase monthly,food
haldirams payment during trip,food
kirana store txn for home,food
reliance smart monthly charge during trip,food
blinkit recharge family use,food
kirana store booking one time,food
bigbasket order one time,food
zepto bill family use,food
reliance smart monthly charge for home,food
zomato delivery while travelling,food
bigbasket expense monthly,food
irctc pantry delivery while travelling,food
zepto bill monthly,food
kfc delivery while travelling,food
blinkit delivery while travelling,food
kfc expense for office,food
local dhaba payment during trip,food
reliance smart subscription personal,food
dmart payment routine,food
kirana store subscription for office,food
kirana store bill personal,food
reliance smart bill monthly,food
chai point expense routine,food
udupi hotel expense monthly,food
swiggy expense routine,food
kirana store txn one time,food
dominos subscription monthly,food
dmart order for office,food
haldirams monthy charge during trip,food
zepto expense during trip,food
kfc payment for office,food
reliance smart recharge monthly,food
dmart monthly charge urgent,food
irctc pantry recharge routine,food
irctc pantry delivery while travelling,food
blinkit delivery while travelling,food
blinkit delivery while travelling,food
bikanervala recharge family use,food
bikanervala purchase for office,food
dmart monthly charge family use,food
dmart purchase during trip,food
zomato monthly charge family use,food
local dhaba recharge late night,food
chaayos subscription for office,food
chaayos bill for office,food
blinkit subscrption urgent,food
reliance smart order monthly,food
swiggy booking monthly,food
bigbasket purchase during trip,food
bigbasket order routine,food
blinkit delivery while travelling,food
zomato subscription routine,food
zomato recharge family use,food
chai point order routine,food
mcdonalds recharge monthly,food
mcdonalds txn during trip,food
swiggy delivery while travelling,food
dominos subscription monthly,food
bigbasket purchase late night,food
kirana store expence personal,food
dmart purchase one time,food
bikanervala monthly charge routine,food
mcdonalds bokking late night,food
mcdonalds txn late night,food
mcdonalds payment for home,food
haldirams purchase for home,food
mcdonalds subscrption routine,food
bikanervala booking late night,food
udupi hotel monthly charge late night,food
kirana store subscription monthly,food
local dhaba expense late night,food
zomato expense urgent,food
zepto delivery while travelling,food
blinkit txn family use,food
kfc payment family use,food
zomato delivery while travelling,food
zomato monthly charge for home,food
irctc pantry purchase during trip,food
bikanervala subscrption late night,food
haldirams delivery while travelling,food
blinkit monthly charge during trip,food
chai point delivery while travelling,food
dmart expense late night,food
udupi hotel monthly charge late night,food
chaayos bill for office,food
reliance smart payment routine,food
bigbasket payment late night,food
mcdonalds bill routine,food
udupi hotel subscription monthly,food
zepto subscription routine,food
chaayos booking for office,food
bikanervala booking one time,food
blinkit delivery while travelling,food
haldirams subscription monthly,food
zepto subscription late night,food
kfc order routine,food
irctc pantry purchase late night,food
irctc pantry subscription late night,food
bigbasket order one time,food
swiggy order personal,food
bikanervala delivery while travelling,food
kfc booking for home,food
chaayos subscription urgent,food
kirana store bill urgent,food
mcdonalds purchse for home,food
kfc delivery while travelling,food
blinkit subscription family use,food
chai point payment late night,food
udupi hotel delivery while travelling,food
swiggy recharge family use,food
udupi hotel txn one time,food
bikanervala bill family use,food
irctc pantry bokking personal,food
zepto monthly charge for home,food
zepto payment one time,food
dominos subscription for home,food
haldirams paymnt monthly,food
swiggy txn urgent,food
swiggy recharge for home,food
haldirams rechrge urgent,food
mcdonalds expense late night,food
dmart expense one time,food
zepto subscription personal,food
zepto purchase during trip,food
blinkit expense for office,food
kirana store delivery while travelling,food
chaayos order family use,food
local dhaba delivery while travelling,food
swiggy purchase family use,food
blinkit delivery while travelling,food
blinkit txn for office,food
haldirams booking urgent,food
bigbasket purchse family use,food
chai point order urgent,food
bikanervala purchase during trip,food
zomato recharge during trip,food
mcdonalds subscrption urgent,food
zepto payment for office,food
blinkit delivery while travelling,food
zepto expense for home,food
local dhaba delivery while travelling,food
zepto bill late night,food
chai point expense urgent,food
dmart bill during trip,food
reliance smart booking for office,food
dmart purchase family use,food
bikanervala delivery while travelling,food
udupi hotel delivery while travelling,food
blinkit delivery while travelling,food
kirana store purchase routine,food
bigbasket recharge personal,food
mcdonalds txn routine,food
blinkit delivery while travelling,food
swiggy delivery while travelling,food
irctc pantry txn monthly,food
dominos purchase monthly,food
dominos order family use,food
bigbasket bill family use,food
kfc purchase for home,food
haldirams txn family use,food
local dhaba booking late night,food
irctc pantry bokking routine,food
mcdonalds expense personal,food
haldirams expense one time,food
chai point recharge personal,food
local dhaba monthly charge routine,food
local dhaba txn one time,food
bikanervala subscription for home,food
kirana store txn personal,food
mcdonalds bill family use,food
haldirams monthly charge monthly,food
reliance smart txn personal,food
mcdonalds delivery while travelling,food
blinkit subscription monthly,food
irctc pantry subscription urgent,food
haldirams bill urgent,food
zepto expense personal,food
local dhaba expense late night,food
dominos bill urgent,food
kirana store bill urgent,food
local dhaba expense personal,food
kirana store subscription urgent,food
bigbasket bill late night,food
reliance smart bill one time,food
kirana store subscription personal,food
kirana store txn urgent,food
swiggy order urgent,food
kfc delivery while travelling,food
local dhaba subscription one time,food
dominos delivery while travelling,food
irctc pantry booking routine,food
bikanervala purchase family use,food
irctc pantry booking urgent,food
udupi hotel subscription one time,food
udupi hotel expense personal,food
kirana store subscription one time,food
bikanervala payment during trip,food
irctc pantry delivery while travelling,food
chai point subscription urgent,food
reliance smart booking family use,food
zepto expense family use,food
bigbasket payment monthly,food
bigbasket bill personal,food
bikanervala purchase personal,food
udupi hotel txn for home,food
kfc payment during trip,food
dmart monthly charge during trip,food
bikanervala delivery while travelling,food
bigbasket recharge family use,food
dominos recharge for office,food
blinkit order late night,food
kirana store bokking for home,food
swiggy purchase for office,food
zepto purchase late night,food
blinkit delivery while travelling,food
dmart recharge personal,food
dmart monthly charge family use,food
bigbasket expense family use,food
swiggy delivery while travelling,food
reliance smart subscription for home,food
dmart delivery while travelling,food
swiggy delivery while travelling,food
swiggy monthly charge for office,food
local dhaba payment during trip,food
kirana store recharge monthly,food
reliance smart purchase urgent,food
dominos order family use,food
zomato purchase urgent,food
zepto expense for office,food
haldirams booking family use,food
chai point bill for office,food
bigbasket booking monthly,food
mcdonalds monthly charge urgent,food
bikanervala booking one time,food
swiggy delivery while travelling,food
udupi hotel monthly charge late night,food
local dhaba txn urgent,food
local dhaba txn routine,food
blinkit purchase during trip,food
kfc delivery while travelling,food
haldirams recharge personal,food
kirana store booking personal,food
irctc pantry bill for office,food
local dhaba delivery while travelling,food
local dhaba subscription during trip,food
bigbasket order urgent,food
haldirams order one time,food
chaayos order for office,food
zomato booking personal,food
udupi hotel monthly charge late night,food
reliance smart bill family use,food
udupi hotel delivery while travelling,food
kfc order during trip,food
chaayos monthly charge late night,food
blinkit expense family use,food
dmart bokking urgent,food
swiggy subscription late night,food
chai point subscription urgent,food
chai point delivery while travelling,food
swiggy expense one time,food
mcdonalds bill monthly,food
haldirams rechrge during trip,food
udupi hotel expence for home,food
udupi hotel purchase one time,food
zepto expense routine,food
local dhaba subscription family use,food
kirana store purchase routine,food
chai point payment for home,food
mcdonalds monthly charge for office,food
kfc bill late night,food
bigbasket subscription for office,food
zepto payment during trip,food
zomato subscription for home,food
kirana store txn late night,food
reliance smart monthly charge personal,food
zepto delivery while travelling,food
chai point expense urgent,food
dmart subscription family use,food
blinkit expence one time,food
chai point recharge for office,food
local dhaba purchase monthly,food
chaayos bill monthly,food
reliance smart purchase for home,food
zomato delivery while travelling,food
irctc pantry expense personal,food
zomato delivery while travelling,food
mcdonalds recharge routine,food
zepto recharge for home,food
haldirams recharge personal,food
zepto payment monthly,food
dmart recharge monthly,food
reliance smart payment personal,food
dmart txn family use,food
chai point order one time,food
bigbasket purchse during trip,food
mcdonalds booking for office,food
haldirams purchase routine,food
kirana store order during trip,food
reliance smart payment family use,food
blinkit txn monthly,food
haldirams paymnt monthly,food
dmart delivery while travelling,food
local dhaba delivery while travelling,food
dmart bill for office,food
mcdonalds recharge routine,food
blinkit subscription urgent,food
blinkit paymnt personal,food
reliance smart subscrption routine,food
dominos bill during trip,food
bikanervala booking for office,food
haldirams monthly charge family use,food
mcdonalds booking one time,food
blinkit txn urgent,food
mcdonalds delivery while travelling,food
kfc paymnt routine,food
swiggy booking during trip,food
haldirams bill urgent,food
chaayos subscription urgent,food
dominos bill for office,food
local dhaba order family use,food
chai point payment urgent,food
chai point purchase during trip,food
dmart bill monthy,food
zomato expense personal,food
mcdonalds purchse during trip,food
local dhaba booking monthly,food
kirana store order monthly,food
irctc pantry recharge for home,food
blinkit txn routine,food
reliance smart recharge routine,food
kirana store order family use,food
chaayos paymnt monthly,food
chai point txn family use,food
local dhaba delivery while travelling,food
kfc recharge for office,food
zomato booking urgent,food
irctc pantry order family use,food
udupi hotel txn during trip,food
dmart monthly charge for home,food
kirana store recharge family use,food
udupi hotel expense one time,food
kfc subscription for home,food
udupi hotel expense monthly,food
swiggy txn during trip,food
bikanervala purchase during trip,food
dmart order one time,food
zomato purchase routine,food
reliance smart payment personal,food
chaayos order routine,food
reliance smart purchase during trip,food
blinkit payment for home,food
reliance smart monthly charge for office,food
udupi hotel booking during trip,food
kirana store txn for office,food
kfc txn one time,food
haldirams recharge family use,food
reliance smart txn during trip,food
kirana store bill for office,food
local dhaba monthly charge urgent,food
kirana store order late night,food
chai point recharge personal,food
bikanervala payment for office,food
zomato expense for office,food
swiggy recharge monthy,food
udupi hotel rechrge late night,food
zepto purchase for office,food
zomato delivery while travelling,food
chai point booking during trip,food
mcdonalds monthly charge for home,food
swiggy purchase for office,food
local dhaba booking routine,food
haldirams order personal,food
kfc recharge for office,food
blinkit purchase during trip,food
zomato subscription personal,food
udupi hotel subscription one time,food
swiggy expence one time,food
chaayos recharge during trip,food
zomato recharge one time,food
mcdonalds delivery while travelling,food
udupi hotel bill for home,food
zepto purchase routine,food
kirana store recharge urgent,food
reliance smart recharge late night,food
irctc pantry monthly charge personal,food
bigbasket delivery while travelling,food
zomato monthly charge monthly,food
dominos expense family use,food
irctc pantry purchase during trip,food
blinkit monthly charge routine,food
zepto delivery while travelling,food
chaayos order family use,food
local dhaba booking routine,food
mcdonalds expense for home,food
zomato subscription urgent,food
zomato purchase monthly,food
chaayos expense family use,food
chaayos purchase one time,food
kfc payment for home,food
zomato payment personal,food
chai point subscription for home,food
local dhaba payment for home,food
kfc txn for office,food
kirana store recharge for office,food
zepto monthly charge routine,food
dominos delivery while travelling,food
mcdonalds expense during trip,food
haldirams delivery while travelling,food
haldirams payment late night,food
chaayos recharge family use,food
swiggy txn one time,food
haldirams subscription one time,food
haldirams delivery while travelling,food
local dhaba payment late night,food
irctc pantry delivery while travelling,food
irctc pantry expense monthy,food
chaayos bill late night,food
bikanervala purchase for home,food
kirana store subscription routine,food
kirana store booking for office,food
chai point booking family use,food
udupi hotel subscription routine,food
dmart txn for office,food
reliance smart expense one time,food
chaayos booking during trip,food
zepto subscription one time,food
reliance smart booking for office,food
local dhaba txn routine,food
chai point subscription routine,food
haldirams bill personal,food
swiggy bill personal,food
udupi hotel txn monthly,food
local dhaba recharge during trip,food
dominos payment monthly,food
reliance smart expense during trip,food
kirana store paymnt monthly,food
bikanervala expense routine,food
local dhaba booking urgent,food
swiggy txn monthly,food
reliance smart payment personal,food
zepto bill family use,food
reliance smart delivery while travelling,food
swiggy order urgent,food
swiggy expense monthly,food
dominos bill personal,food
udupi hotel subscription family use,food
irctc pantry payment for office,food
zomato monthly charge monthly,food
reliance smart order for home,food
mcdonalds expense personal,food
chaayos order for office,food
chai point order personal,food
dmart txn for office,food
dominos bill routine,food
reliance smart purchase routine,food
bikanervala order family use,food
mcdonalds monthly charge urgent,food
reliance smart txn one time,food
blinkit delivery while travelling,food
kirana store txn monthly,food
dominos booking for office,food
local dhaba subscription one time,food
mcdonalds expense monthly,food
dmart delivery while travelling,food
zepto booking for office,food
local dhaba payment family use,food
blinkit rechrge personal,food
bigbasket subscription monthly,food
irctc pantry monthly charge family use,food
irctc pantry txn personal,food
chaayos txn for office,food
mcdonalds payment monthly,food
kirana store subscription late night,food
dominos expense family use,food
dominos payment late night,food
mcdonalds bill personal,food
kirana store purchase late night,food
local dhaba expense monthly,food
dmart booking late night,food
blinkit delivery while travelling,food
blinkit monthly charge monthly,food
blinkit order one time,food
kirana store monthly charge for home,food
udupi hotel monthly charge family use,food
kirana store purchase urgent,food
irctc pantry txn during trip,food
dominos delivery while travelling,food
haldirams monthly charge late night,food
chaayos delivery while travelling,food
irctc pantry monthly charge routine,food
chai point payment one time,food
zepto bill late night,food
blinkit delivery while travelling,food
reliance smart bill personal,food
mcdonalds recharge late night,food
zomato subscription urgent,food
irctc pantry delivery while travelling,food
chaayos bill routine,food
udupi hotel bill for home,food
kirana store monthly charge one time,food
local dhaba purchase late night,food
blinkit expense urgent,food
chai point monthly charge for home,food
reliance smart recharge monthly,food
zomato delivery while travelling,food
local dhaba bill one time,food
kfc booking late night,food
bikanervala delivery while travelling,food
zomato delivery while travelling,food
dmart expense late night,food
chai point payment late night,food
reliance smart delivery while travelling,food
kfc subscription family use,food
udupi hotel purchase urgent,food
dominos txn during trip,food
local dhaba bill personal,food
irctc pantry delivery while travelling,food
haldirams expense during trip,food
kirana store subscription personal,food
zomato expense monthly,food
zepto order late night,food
chai point booking personal,food
zomato expense personal,food
reliance smart bill during trip,food
dominos order for office,food
irctc pantry subscription monthly,food
chai point expense family use,food
dominos recharge one time,food
zepto bill urgent,food
dmart delivery while travelling,food
reliance smart expense routine,food
zomato booking one time,food
kirana store order family use,food
swiggy delivery while travelling,food
bikanervala delivery while travelling,food
swiggy subscription late night,food
zepto order monthly,food
zepto bill personal,food
irctc pantry monthly charge for home,food
udupi hotel recharge monthly,food
zepto bill for home,food
kirana store subscription for office,food
zomato delivery while travelling,food
zomato delivery while travelling,food
swiggy purchase urgent,food
zomato booking during trip,food
chaayos delivery while travelling,food
dmart bill for home,food
kfc order for office,food
kirana store bill urgent,food
blinkit txn for office,food
udupi hotel bill for office,food
bigbasket delivery while travelling,food
kirana store expense during trip,food
zepto delivery while travelling,food
zomato delivery while travelling,food
chai point purchase late night,food
local dhaba purchase personal,food
mcdonalds purchase late night,food
kirana store delivery while travelling,food
dominos booking for home,food
kirana store subscription routine,food
haldirams purchase late night,food
udupi hotel purchase for office,food
dmart purchase routine,food
dmart bill family use,food
dmart booking late night,food
blinkit order personal,food
reliance smart monthly charge family use,food
irctc pantry subscription urgent,food
haldirams order one time,food
udupi hotel purchase one time,food
haldirams monthly charge late night,food
dmart order for home,food
dmart delivery while travelling,food
chai point recharge routine,food
local dhaba rechrge for office,food
local dhaba expense monthly,food
chai point recharge personal,food
bikanervala txn monthly,food
bigbasket monthly charge monthly,food
chaayos purchase for office,food
swiggy recharge personal,food
reliance smart payment family use,food
udupi hotel purchase for home,food
haldirams recharge during trip,food
mcdonalds bill during trip,food
swiggy expense urgent,food
chaayos payment family use,food
local dhaba purchase one time,food
dmart payment for home,food
kirana store purchase during trip,food
reliance smart delivery while travelling,food
zepto booking urgent,food
chai point booking family use,food
dmart delivery while travelling,food
reliance smart txn for office,food
haldirams payment late night,food
dmart recharge one time,food
local dhaba purchase family use,food
chai point booking routine,food
bikanervala booking during trip,food
haldirams monthly charge for home,food
chaayos bill personal,food
kirana store payment routine,food
kfc monthly charge personal,food
mcdonalds bill late night,food
kfc subscrption for office,food
kirana store recharge personal,food
dmart payment late night,food
dominos monthly charge for office,food
dominos purchase routine,food
reliance smart booking for office,food
zepto subscription family use,food
bigbasket monthly charge urgent,food
chai point payment family use,food
bigbasket expense one time,food
dominos booking one time,food
